ind,epsilon,w_I,wA,w_v,w
292,0.27414205222443605,0.007575369670068411,0.004301386410913589,0.0018399224460910024,0.0041801950055264615
293,0.3724453828145438,0.001992455801101631,0.004020457367176557,0.003922310332092054,0.005850658397825163
294,0.8040214328925126,0.003972843199724177,0.0032025027752495797,0.0015139023506079974,0.005361125387760663
295,0.16768651727342243,0.0028897799105891946,0.0037293157798202617,0.007744336991277922,0.0034048425908372636
296,0.5663715262502766,0.007882563425345965,0.003320372510884659,0.0016414339541591285,0.006643385152519373
297,0.30850261051310296,0.005168560463084374,0.004946475086658658,0.0032275119863572448,0.007406449636181828
298,0.9711870933436254,0.0044470300617588335,0.006931037652930464,0.00747161515224583,0.008021497288143952
299,0.7070998463678208,0.004648555033091993,0.0033764916648242192,0.006692530107349293,0.004481925927049436
300,0.7491960605789724,0.003018731988005522,0.003581164802477093,0.0049539273018286995,0.007215402148390357
301,0.8054453305772371,0.008086496650195141,0.0063366482560715896,0.005118067209588921,0.0036697618231797684
302,0.06595426532474585,0.007787774399080084,0.004443106809378214,0.007644887168246637,0.006023432083869443
303,0.5626976174851909,0.0014010382282634167,0.007969655502060314,0.006901240280479207,0.00739612029705764
304,0.20395584394813776,0.005616662485284264,0.006870867902107109,0.00571419030435524,0.0029729409994342063
305,0.6908058972441106,0.002794377106081382,0.0031099855950464093,0.002998302392082257,0.004486571871482568
306,0.48394769693967943,0.0034357551421186944,0.003777040867089321,0.006592654954441663,0.00285981362585327
307,0.9485594136891469,0.006103471270526342,0.007975158278433788,0.002402086400709086,0.004222309786143302
308,0.23577917600005685,0.007538955045874762,0.0046476946325800465,0.003391538032140417,0.004722331386937681
309,0.011750249583031508,0.005714040698188618,0.003479935364701936,0.0014289743863383781,0.005834338667725697
310,0.12276170754839137,0.0062842444296086954,0.00731579370749148,0.008155505751506231,0.0030287369316580014
311,0.292900091416245,0.007649047837107797,0.005716413554765789,0.002873195245489185,0.0033993869937681436
312,0.2962249308219106,0.001581024960305299,0.005557080955171344,0.0075463198001433866,0.003960605805372193
313,0.6588557296295322,0.008077586385787407,0.007941884306033696,0.0059098952286437065,0.004800858373434214
314,0.8030850311523258,0.006181510020956729,0.005975880374417731,0.0029599422921717244,0.003203751865124601
315,0.22199817134718314,0.006635321307922978,0.004344577521533803,0.006991432218330651,0.0046734649544468675
316,0.2902304883805269,0.0038227531564480103,0.007956006735892614,0.006159216530991933,0.0035410966891935153
317,0.9957956234955351,0.0069609926067847345,0.005614444905946367,0.0022396090386394398,0.005771336109403817
318,0.06080052663688318,0.005772640344749145,0.0059806360783524895,0.0064680979060693,0.007768323879571931
319,0.7059879320421044,0.006619506872550907,0.004639432024340542,0.0050951561140770135,0.006681511084677891
320,0.6179527153800778,0.0016644228728369625,0.0034365666697949698,0.005257390067627322,0.0045903160258286835
321,0.014559510304402022,0.0017778979706590003,0.007518768924861039,0.00809699008576611,0.00750223720954521
322,0.9789350597035411,0.00603431948505025,0.005689708829021062,0.0041997662745333186,0.003614635183499544
323,0.9205479976734884,0.003837825772839402,0.003987672891633665,0.005201523833330375,0.0048559198902747595
324,0.6099127814760031,0.005735984789399998,0.0057489456870793145,0.006635680097962154,0.003990941076574192
325,0.6770524532143848,0.007136067825595494,0.004833019362093141,0.004706890931936101,0.006373462171772242
326,0.2977968742261682,0.002150430397595598,0.006462583179965044,0.006881308883589473,0.006122482171457657
327,0.5244848504380537,0.0058016486161522815,0.0069547634121461185,0.004103145496605237,0.005214984139657342
328,0.8442796129965268,0.007829600113334952,0.007727979822606439,0.006302042470015635,0.005242222010846936
329,0.5142218175857749,0.004378632109803507,0.0064111969943805094,0.0037975252645387073,0.004702004690207252
330,0.4682366262602497,0.004232559182338797,0.007204675660484576,0.005409543763993985,0.006316391563950674
331,0.24497056351346858,0.004801041804803816,0.004636675043393238,0.0025760343957403563,0.007998416705210534
332,0.0307732246095883,0.007894578849129462,0.004682822318854675,0.007054337927705916,0.006897913004022056
333,0.22445714658582516,0.008245645970163413,0.005685790621271534,0.004965215108468115,0.007385668530387892
334,0.3282367663715619,0.0045534928615625254,0.007497894911100549,0.005481345548755378,0.006984734103951375
335,0.23088975530204203,0.0021227399616725253,0.008147281256716795,0.0064663020375355824,0.0065180811769074976
336,0.2734378972272185,0.004341332456601204,0.00359231553257078,0.003420438057632922,0.0030423121599328718
337,0.10480704297055264,0.0035044686478331133,0.006644872967311101,0.005210835182068664,0.007813735927052392
338,0.49905359378841796,0.005664736323113095,0.007962674089592375,0.004774651646363088,0.0032625513659769443
339,0.409179804809959,0.006307296290817187,0.005032074116892259,0.0019383420777245044,0.003559771997592405
340,0.5657181581959739,0.003545120622060124,0.005099504251920442,0.004191051647399692,0.0038472563910681773
341,0.5381574422855413,0.0036045965823624814,0.006072888124247139,0.002665064745660418,0.0028281239943187897
342,0.22237649832804848,0.003229489636868115,0.006529985929082171,0.0019037863889317373,0.005120541144610675
343,0.7114508047986124,0.007642271393945044,0.00817870675530825,0.003129436845701181,0.008027635102216046
344,0.42254272435701135,0.003998275722285824,0.006597256675156477,0.006001026118695062,0.0075986208571409445
345,0.15061347170406844,0.007668328901699769,0.006347239904928537,0.007524924262530822,0.00457603025060354
346,0.1567754890339077,0.0048131731271454144,0.006379754500093506,0.003614991320035445,0.003023389713833026
347,0.23417540250123556,0.006990961165081789,0.003420028850470374,0.00714849968206643,0.0036403619027518333
348,0.15824973836318582,0.0077619691470584805,0.0030308222605378715,0.005214147405473782,0.00383351146471357
349,0.8840682324972691,0.0050846493436326,0.006021281259907901,0.006655287461330104,0.003985325286932122
350,0.7785310955897813,0.006714305760272108,0.004487065747245425,0.0024177619884059947,0.004199987715619928
351,0.4913517333805854,0.0032864321739495034,0.005859944744869071,0.006426344018501831,0.003749099467723771
352,0.6310327675233138,0.00392815341442607,0.006507414574964222,0.005502153720617702,0.008205644155335834
353,0.5716090661687767,0.003092671192097989,0.004415553168419817,0.0037885680963607115,0.0067932839612828
354,0.5957190153191528,0.00357605735239276,0.004330004890348542,0.004388933669885787,0.007420565600886289
355,0.8481025698440876,0.003336166616835557,0.005582554553965625,0.005742251960465744,0.006265201975236305
356,0.3045874856520904,0.0031636036001876696,0.007246333502818657,0.005057490083163214,0.0048105862768004146
357,0.2915419613571258,0.007097661474818832,0.003966937793155469,0.001828647088416788,0.006207714432086456
358,0.6784070684965817,0.003208222732604292,0.00625935380958211,0.0036583977636293306,0.007092853170580097
359,0.22981680232721108,0.0037340743446838466,0.00760532330387567,0.004156540635745865,0.007016624104777523
360,0.3530627862186507,0.008210876920623092,0.003954746171542862,0.002716855297525896,0.0034995174191485828
361,0.13226483362822433,0.0020258024152,0.006475028633495517,0.004182802328293218,0.007675577067365254
362,0.772207093616792,0.0016606433225355524,0.003629659241656996,0.002537606270757866,0.00724203849792164
363,0.5905022007835921,0.0019278696102245875,0.007712291593307578,0.007113671622417854,0.005391286233922489
364,0.7150430943832059,0.002089985882520999,0.003794352398535434,0.0042696746491856456,0.0067308329557389775
365,0.7931312405264418,0.0042930417500134654,0.007691831265568019,0.00589089725384619,0.0040681428516022074
366,0.4130163081880233,0.002853276858501933,0.003166098251906642,0.0026961265449781755,0.006612474830823957
367,0.16365295048139147,0.007064207650202284,0.005094211826900315,0.0021386294071828564,0.004584628418234153
368,0.10643923554863012,0.0037831601190840354,0.004077702892291337,0.003785557551909231,0.004302702133148414
369,0.11364149753395432,0.004323769071057577,0.006606806173663066,0.0051281332124374175,0.004985729563156386
370,0.9529475452272773,0.0015274258185811616,0.006140245280094514,0.006769835385168897,0.005005226390881022
371,0.05005374441418681,0.007032397686509626,0.007177491296844437,0.0016799236984586209,0.008285010059463983
372,0.8219240363122132,0.005349720559751045,0.003861596444214474,0.007579599066873595,0.007833958712515257
373,0.8931345886729202,0.0026548307908901563,0.005207400502973324,0.0016662314955774597,0.0036004229613130025
374,0.8616265824456754,0.006842702862021132,0.005074894571649939,0.005355731821844172,0.006977286408028553
375,0.2796703717095546,0.0038061964653458183,0.007912627882311195,0.007331882677899065,0.00484915494061825
376,0.7035203411973253,0.0019817568274634626,0.005928229947567228,0.00510673278422597,0.004132996457732396
377,0.9545875464559395,0.0072103098436161785,0.006682958752121123,0.007196505968515536,0.004688522249055999
378,0.8117860108574226,0.0029741392705972085,0.006563921569937062,0.006607267643227438,0.004495430343756029
379,0.26890597895195995,0.0038736115930684384,0.004385676724802005,0.007702295122511638,0.006048030413734751
380,0.2319088496116581,0.005588079949620657,0.007339443052987943,0.005423773719915403,0.0035692507263107116
381,0.10867865861378874,0.0016407753758440708,0.0048141570682892175,0.0015820417327251026,0.007033816306144328
382,0.09142139096869818,0.00733486060134028,0.003341537537112136,0.004008407371513006,0.008233924961541043
383,0.9998904654160098,0.006505137865295694,0.004136490854509735,0.001787444412802993,0.008301676729432352
384,0.6998141556909896,0.002172464630559522,0.004324245918996305,0.006540370684556615,0.007758676929514348
385,0.17374306041549215,0.007254583283490615,0.005378330380887379,0.002250465549118231,0.007851263957876642
386,0.8502524099972577,0.006691679502100792,0.003744121434144369,0.0027795290492520002,0.004708715143330796
387,0.3152360869553346,0.004464285477911451,0.005843653632952045,0.005350535889086893,0.006564534512618635
388,0.38374050410628324,0.005743860028501347,0.005627428306727558,0.0017513356707103515,0.007111478988326316
389,0.16171249736669066,0.004563937516761566,0.005501457295041076,0.002528736738175851,0.008153701178699978
390,0.6088446781842729,0.002004387325123088,0.005212079464213429,0.0019752332076995076,0.004864001197104026
391,0.9697235150720439,0.0036567095674026506,0.003093352918853375,0.004119035905155532,0.005722393147108967
392,0.042383462093687284,0.007805749580833535,0.0043791454865393965,0.003472116233751845,0.0039100808466863085
393,0.818708889538889,0.004979748291805081,0.00783466910445762,0.0049485835959174156,0.004459959612996846
394,0.016266653930855083,0.0032261857403060624,0.005021834908493993,0.003220478647837784,0.006572316350621072
395,0.13003968709217686,0.004905836486779796,0.0043742144759331214,0.006252045590483146,0.00821523990331343
396,0.9658590474501233,0.00681034328179549,0.0045842097577063826,0.0061382927779041595,0.006015199910232522
397,0.40391586491116666,0.0021311901844347507,0.005961402476870966,0.0016198400667945781,0.0076692812746675275
398,0.4262590310081442,0.005356340660437034,0.0042564427082513595,0.004445249712680623,0.007105513098161747
399,0.9930449526575447,0.002374968650227431,0.006895961046351777,0.002626351728115598,0.006321002648604109
400,0.3231328738539361,0.0014293786071025685,0.004238023191681688,0.008199863676961475,0.005900545884318979
401,0.7314207452004663,0.00518051845200918,0.004515137880653835,0.0014643552724581568,0.004415961796164152
402,0.6641893994209608,0.008295107654323992,0.004625861184746425,0.008028196546113716,0.0036968146629663577
403,0.09076657148060527,0.004406117576257332,0.006172557357406072,0.0023299242468487282,0.0042478003546829665
404,0.18993652646457262,0.002318990882657089,0.0054971006014822524,0.006226344273738438,0.003431461548263623
405,0.41050947612899447,0.005573666763565372,0.007251618458227341,0.007674206643753479,0.006183533587957814
406,0.784326537549493,0.0038419378339887484,0.003961398383820094,0.005017168909528099,0.002748303440743515
407,0.5708521580749656,0.002507718996680504,0.00824739870464375,0.0067822976383643836,0.004553630176854918
408,0.9229075770654558,0.004992980043326574,0.0039029938418331557,0.002986572426876748,0.008139397944089542
409,0.5161716017190892,0.004244178553546604,0.007235107286026478,0.007266481405469599,0.007447714712738325
410,0.4469500038760562,0.002678145021003715,0.007399517477376185,0.005074002142295822,0.004519324057531264
411,0.6790532101001253,0.003333004742001994,0.00693598438362481,0.005086397299270544,0.007277740045753678
412,0.9665063705081065,0.0022263845727996177,0.005429994200570932,0.0047912398614261345,0.00362363650670889
413,0.9057084728903206,0.0071094835978696876,0.003658944792340726,0.002818976118542554,0.004268472383006129
414,0.17729561056144635,0.0036253887096544136,0.003511177124409081,0.0030176002048577133,0.008160210772869594
415,0.6816992246505071,0.004525918070967735,0.007010003200990551,0.0061231075871609544,0.005828855941536008
416,0.3381612118705879,0.001829893329751987,0.006615303726008008,0.00451349066284224,0.00478232839515599
417,0.1693603983723151,0.007859818619151505,0.005967724456212815,0.008141347597541723,0.004539661971245467
418,0.5284655971979154,0.005988394415392744,0.006050142077967367,0.0027658296163359975,0.0028074330039157304
419,0.5042227532037348,0.008281737065705203,0.0059097387692711445,0.007157584377759355,0.006805048070525117
420,0.4055913071334247,0.0025330812953609644,0.0029049237997624123,0.0022305511505362387,0.00675775139580516
421,0.6929771288523325,0.0021448343909924506,0.003414277344043877,0.0019514093112039054,0.003270066430743109
422,0.8327893261426782,0.0073299401569680254,0.003525749722338981,0.005626739130521013,0.006704967247235129
423,0.903039476862774,0.001942282123126819,0.00811991106728389,0.0064509335945586894,0.005037324410516486
424,0.5327895662049198,0.005020387652958978,0.0029908231381331456,0.0016283725950040967,0.005251049122906326
425,0.31959065446221924,0.004907939959070018,0.00465978298979767,0.0038108051941867374,0.0063384948934474055
426,0.5332193838209631,0.003429740488269962,0.007110162379886185,0.004218521005406277,0.00482205282535281
427,0.4338579092810375,0.0016463724659345833,0.007325722638931867,0.0016439739056809204,0.004207131573097822
428,0.5088602347421706,0.00620223925202304,0.005992360963899367,0.0028111506075203657,0.004464912452547494
429,0.6528552277541881,0.0028240564626073944,0.0065511696560692865,0.005993945938569651,0.0033735566541816388
430,0.5262124062903523,0.0021839100713763743,0.005033828052921168,0.007683288865641952,0.004832474662778261
431,0.4476254464525409,0.003956958749794357,0.004907304379343932,0.0020576370890151756,0.00368106363309112
432,0.741035576711876,0.0017028949148949334,0.0040140160479099594,0.0019608593244739726,0.005889290762557854
433,0.48433833910107044,0.006290485124700975,0.004737688987125371,0.006190473292660651,0.004708638858428287
434,0.39243653612247875,0.00733880721770837,0.005461952407522036,0.003076612689143866,0.005871187279232749
435,0.7919819860540336,0.005686747477505244,0.004127031236988819,0.007399937790563723,0.004017781800116724
436,0.8909288579735214,0.007482288172544876,0.004405933445782068,0.004369363128844081,0.005312006398928746
437,0.7760760925292041,0.002491877787678878,0.003231955564880695,0.006524235600501291,0.004394259089434374
438,0.9109080099887408,0.004787789069132504,0.0033864147259460887,0.006552617094323121,0.005705181712886218
439,0.1878956620034407,0.0066672002549593296,0.006758505728015746,0.0017596792299782765,0.008009671077303491
440,0.626888962768507,0.0037141862345322894,0.008204345907897122,0.0031473831016083226,0.00561515614817572
441,0.6599118814102551,0.001377392952957276,0.004884997889240189,0.0017413201759503088,0.007988575686479205
442,0.6399827739473213,0.0063802029334668504,0.004589609331824817,0.002544965046327159,0.006667138161693641
443,0.17939851468875245,0.0016254921834738692,0.007626827293039177,0.0025669072727213843,0.0037340409948096185
444,0.27805262158475114,0.007732771107390448,0.005053172045182432,0.002838650797959654,0.004402933090331339
445,0.0753467371859694,0.005048136877081358,0.006301094064450383,0.0021900442108207367,0.0070707225594537435
446,0.45147543478978697,0.00602472558966788,0.0031018987099354243,0.006985097671481002,0.006022293997232255
447,0.6456221056671814,0.0026067941796440027,0.007145166626716748,0.0071194959908153065,0.004926479373923759
448,0.8398900863806156,0.001768952700831709,0.007867607224925683,0.0018616882057989133,0.0043227728909966505
449,0.05637439319586348,0.003466654326452043,0.005947411695158298,0.003475364721598332,0.006235083034242242
450,0.4129490598764397,0.003672284253221673,0.004042348909263997,0.006298613097815374,0.0046161271384528284
451,0.1295098123347306,0.0068017941755616415,0.005416817424290316,0.003164121291144929,0.0031196815980232607
452,0.857196594923611,0.005765295312970339,0.0055433023043301955,0.0061105800316554396,0.005782707694274927
453,0.44971356022836967,0.003616313772418854,0.003799219406817023,0.0026503797645313627,0.0075145360931494955
454,0.37937031259983683,0.005706748201312197,0.005258918343390453,0.005360664230009755,0.005157837491950924
455,0.9334634710713331,0.0069861829076728575,0.0051889622249723395,0.005988362272002213,0.007041802621633807
456,0.4794685301031544,0.005096082085387005,0.008039145756228296,0.0020516852791699104,0.006279443511016612
457,0.5759040002380584,0.003626912016304107,0.0043573722567577956,0.0059028288805316985,0.004910794481611009
458,0.8128825125437578,0.0045380444926011,0.0032997620337477046,0.0078108060142165914,0.0028010046397058904
459,0.1995054992584372,0.004893477582450102,0.006540655112738486,0.0017607583162946373,0.007785821303190507
460,0.4897583814956999,0.007586677811402827,0.004318227958280503,0.007513627564375102,0.003967207714946406
461,0.4575262762080731,0.006333080817600686,0.00456739897450653,0.0033325561662440745,0.00614753622329753
462,0.021525068527651847,0.004669663925677258,0.004133286093137734,0.004566867217444322,0.006527706918455211
463,0.5106150633693415,0.001734977831428557,0.00605959745308661,0.005642135915117761,0.0067454102147583165
464,0.967475346871549,0.005874417045151471,0.007282446368304543,0.004893795576083942,0.006084357048820349
465,0.44013707864825025,0.005559502059363444,0.004053168913195782,0.0043394731843073055,0.006845567512967288
466,0.0721906393415484,0.0066122475140428655,0.004477843478394882,0.001773625588504374,0.0030070978691445816
467,0.9817773895509613,0.005064686654244807,0.0034747564227927043,0.0056871376240969634,0.004141457246988901
468,0.4954360554208077,0.0017070399482566208,0.0061501419858740105,0.007504468942824999,0.00694910521429728
469,0.5825109088779884,0.002011645400450744,0.005083494480410118,0.005133329147559773,0.004771118282780583
470,0.6716825348600292,0.007530553918879444,0.0032274278984481975,0.005415687588255528,0.003146993562658252
471,0.7853639709902892,0.006323773602251219,0.005831036663572093,0.004727319318262729,0.005509504096194025
472,0.6891612127019513,0.004195167532229368,0.005060778897294914,0.006345529999912751,0.006968854318017929
473,0.9583983435566521,0.006248809728540151,0.006864172372251559,0.004393550629015063,0.004106972330052688
474,0.5347472811600712,0.003981505671601373,0.0036799651516510193,0.004030532603227102,0.008290775444907576
475,0.7358851419507022,0.004511818706460324,0.0050391842076112844,0.003543057512222297,0.004685768656631073
476,0.21520573818804647,0.007715203382349767,0.003989551213655768,0.00502721515116632,0.007080651636642464
477,0.9763339231066556,0.0076186060636299485,0.004710279276277591,0.003755063161206638,0.005375237434972004
478,0.007264313849618161,0.003079501011365995,0.007768853094851138,0.006888864020736836,0.007897454679910973
479,0.46924627606231833,0.007451609202225085,0.007388792067450616,0.0070831705124574425,0.008226606010699626
480,0.5815385745905521,0.0037433459603203965,0.003928093081700917,0.007365181377530892,0.007499447722885176
481,0.04078507771479211,0.007463165451261902,0.004459854596564817,0.003570750851750694,0.0059325076049362956
482,0.880181158574397,0.00339930582173421,0.00572715967800788,0.00471318127256729,0.006963580998879994
483,0.7099331598919476,0.002475764311844031,0.0065387453516092195,0.0033874578192062232,0.004753023888909155
484,0.11229922060778126,0.005694923728331672,0.004793583859595363,0.006911112823658517,0.007099052492791302
485,0.5302078045569244,0.005755780136939665,0.004827677099743291,0.005049045231347993,0.005043779553748197
486,0.23799519787643988,0.006221448140878447,0.004939978522793667,0.008186654375505049,0.008295074027601719
487,0.7969652663719928,0.0024202322358406673,0.007214136759766914,0.0032446554721678074,0.003773247866839078
488,0.2023388972177777,0.006555680648393049,0.00449542498050344,0.0039173526717588515,0.006906789810053666
489,0.336719918159602,0.006680343027459434,0.007268802001968342,0.0025815957581702843,0.007157951682795015
490,0.9237609070861088,0.005159259786115712,0.008222497743076627,0.0064213569520976815,0.005714198675752808
491,0.5747556650898891,0.002572169908420436,0.004899875514954906,0.002014794212500911,0.00359460044418381
492,0.6656702449603616,0.0029660348210726337,0.006780271233654054,0.004863566979398806,0.00586641787173209
493,0.6612895377535648,0.007965347158617547,0.004699374693708333,0.0033776169396167195,0.007589658218106713
494,0.047761248376903494,0.006055366444892235,0.006843823507937557,0.001942263697070111,0.005111381823037062
495,0.2051924501738975,0.0042565000645532584,0.006342824222543475,0.007020566947322102,0.003651494491966484
496,0.04177091217269276,0.0044228957485114755,0.002880066662307608,0.007014971552423602,0.00555618062656139
497,0.288595156828177,0.004081771493985508,0.005412005640135449,0.00746283826582584,0.004023132344189601
498,0.7333385701756253,0.0055928981721745236,0.006184760021559647,0.006440216265278289,0.00549908245759149
499,0.47204054867091555,0.0014471507634503332,0.0036120577866875525,0.0019114834986994245,0.006197349211520821
500,0.049172512651853975,0.007676090823791622,0.007299723744658858,0.002939388455459283,0.004940173551846996
501,0.2934686051294861,0.003485867018880803,0.0028581272752003376,0.00601064440236633,0.006883434074419866
502,0.5470422012138432,0.006878215849810278,0.005645756286011877,0.0028009130421779846,0.006552939185218884
503,0.4290323158170764,0.007547679978729538,0.007511769273982531,0.006559119343095525,0.003455708674575846
504,0.7005672769216019,0.006547665022925938,0.00743216178420136,0.008164809907961547,0.003890258575164564
505,0.1807091841623435,0.005689690525137627,0.00502646060403358,0.0034060621917260396,0.00616123619756911
506,0.6740720798966018,0.005973967938413396,0.004983909906802369,0.00246424034705562,0.0030307676487695053
507,0.5434910652838825,0.005383697069692871,0.00320665951836859,0.007708738078433775,0.006236200417399036
508,0.002293026259536411,0.007553838567046757,0.005065560528862555,0.0060623240737066545,0.005199244559642444
509,0.35000551142675107,0.004865502482522094,0.0053274553950671665,0.005285313451365903,0.004548035411646568
510,0.12153484735506768,0.006501037045328974,0.00301641867306372,0.005040010206386386,0.006262267789928978
511,0.30164626876023953,0.0052046980293395245,0.006986904737486985,0.002758371828744299,0.006677215185077488
512,0.2613130879147199,0.007875173843521434,0.006669241913126429,0.007552090700578062,0.005984182232871648
513,0.20109467529709252,0.0016007346518036336,0.006625629307727251,0.002374533729459485,0.00505532299190323
514,0.4188432547741231,0.0031952033384341216,0.005862272306513716,0.004989226497440341,0.00394392756965453
515,0.4933269631796323,0.006486778321596869,0.004751102357299872,0.0016246874605152072,0.00388088448824485
516,0.47572609900608315,0.006704932271120312,0.004140794009181825,0.003879588812605025,0.00682802310678533
517,0.8759108837393924,0.00391119957950343,0.0058818263060178445,0.0013803251853320051,0.005015190172400502
518,0.5125330674012054,0.0020951105813679957,0.0075475621287948505,0.006778198192134242,0.005390230114796236
519,0.036116333965880494,0.004853889452225245,0.006419712417791547,0.0027408239412021447,0.007771738801627982
520,0.4858872757294527,0.005961593124537172,0.004855049610904959,0.0035898789359617308,0.004261479660684023
521,0.4351487300216991,0.005439089667076319,0.004744458315084497,0.0022918678315224264,0.0076578222205762785
522,0.5788566564429817,0.003564997461289203,0.005939648561106832,0.007866282827278947,0.002953598194746531
523,0.23819589646972694,0.006488597674252606,0.007467759336008753,0.0020349566638717866,0.003907584604026447
524,0.20070908792480527,0.0032739320055636192,0.0037043688959527113,0.0021999963513324697,0.00706233410627003
525,0.573451089901467,0.007708609261141929,0.00575644484255535,0.0030923345565774946,0.007920036014197045
526,0.3341925411106829,0.00233930812310238,0.007754438948188329,0.00761635670316501,0.006892426533787075
527,0.04633672526348782,0.002995454516029018,0.0032491221741570214,0.003980968670806087,0.0032423928205837834
528,0.22559610136001024,0.006914151532293097,0.007802968275754937,0.00412972052467894,0.006636108296258951
529,0.5440134429621853,0.004388195578926552,0.007181192864153668,0.0017950565545572185,0.006132547291901257
530,0.08059182858508372,0.0023520421264349805,0.0054911867818602175,0.006166857976479074,0.007399868461511554
531,0.4216523915373424,0.0056469864548135615,0.003364109599057555,0.005706708715138934,0.006434290133488653
532,0.06284664962347862,0.005111467818154034,0.007842091185826901,0.006839316121004713,0.005130587408780627
533,0.8387609318372554,0.005188185252003153,0.003166710215054087,0.007728011346218139,0.005792727314081417
534,0.7551311648694903,0.004545781504893353,0.007154273764791413,0.003849526925484788,0.005847791165104612
535,0.25037025070896934,0.0031375749626863856,0.007404383981027263,0.004413633695344424,0.008122315031394226
536,0.3711172532890396,0.008065345100420444,0.00524808089114048,0.002669537286659203,0.00428886279175803
537,0.2403425463571161,0.004970552847269955,0.0028071278167164666,0.007006325655738197,0.002772704311279997
538,0.41416671575704317,0.007197403338592234,0.004594838044045207,0.004807965518085192,0.0041589510020965705
539,0.7678148216276087,0.005242382002013674,0.002779386435865461,0.006280317338851061,0.00655951233220428
540,0.558822370623429,0.008191532041380732,0.005220587938896338,0.003084441843813379,0.008221014180211709
541,0.4233043718683734,0.006697842419021844,0.006036308494243643,0.0022788827744653255,0.007842074854406834
542,0.8378893364285044,0.0022185768822320004,0.003584598197620762,0.007240549372626252,0.004897927125452357
543,0.3991012559934702,0.005230094714475053,0.007509620175630434,0.004832816872726653,0.007684581722296893
544,0.11190666375804373,0.001541507414356207,0.007528293257914648,0.003293270366319371,0.005495137222985574
545,0.696047825902382,0.001436879950298578,0.0039056359503038102,0.005650994025750941,0.0031263177037599713
546,0.9082404984660187,0.007525207761722597,0.0036622485043632342,0.007775124496344812,0.0073221893307612715
547,0.020824161877016866,0.00820235080017877,0.005921494412304174,0.005066691599732517,0.007525078690957211
548,0.8154877977192073,0.0037771255961894703,0.007806945932585038,0.006043132790913825,0.004040535749354954
549,0.31781535293812024,0.0037942703204459126,0.006816661407735739,0.005578671490475952,0.0073606770870931594
550,0.9213035889773618,0.0024480964081517896,0.006351619535220376,0.007318530244113625,0.0029848629650812654
551,0.3147395947443695,0.004963031390454405,0.0052812241868127625,0.006076284528374028,0.0055147453334534295
552,0.3122677456130005,0.004984709358564851,0.007632615009438983,0.0013858464566933709,0.00616878690019361
553,0.27079623152853627,0.006622984529933958,0.007720564262514459,0.002512612946031073,0.0028790969230497255
554,0.4197963659058207,0.005150423387003364,0.006697470329736345,0.0049032419844883355,0.0038983111357310993
555,0.1742176311777265,0.0025310296182965413,0.006521456365857167,0.004800680715491546,0.006311970555707536
556,0.781175858529232,0.0052920946484389785,0.0051391130498636235,0.006565287239228846,0.004660726270482403
557,0.05844173131301815,0.00827268036748795,0.0029195837999609867,0.007038000632438816,0.0043802733662345605
558,0.6762405473141545,0.006356326376497641,0.002872100297366554,0.006146759132122528,0.0027906174822482934
559,0.8477547397965352,0.0072478561450937205,0.007038978912548961,0.003233881995477684,0.0051910706136470705
560,0.24717497455458587,0.0065737891585266744,0.005110655600981676,0.007941477137325154,0.0044224140884416875
561,0.49689215470220677,0.006849983272951308,0.006761280967208247,0.0031890492748623545,0.005765719167871598
562,0.6974615845182938,0.005618268728494058,0.0062212171732296,0.006939118704558704,0.007301951839543152
563,0.04361635027082017,0.007989955629350422,0.0033083235231475623,0.0015945562207724025,0.0040054280871550585
564,0.07333572916916294,0.004321015812240547,0.0036245210634915266,0.0027871081251524127,0.00411479054922745
565,0.5117052581882613,0.006228107795433832,0.006629799530725617,0.004576964149085286,0.008065541487372523
566,0.005709257665321815,0.005761455975260062,0.004306129266643526,0.004869859534251914,0.007877964839519577
567,0.13640373671266015,0.00484478647281018,0.005510508935258248,0.002333787910493495,0.0036624639350507633
568,0.9112702126760387,0.008165180907360695,0.0062478692620069175,0.0048113115718478264,0.00610513389346257
569,0.5415016617544386,0.00550499522290409,0.004163564507397786,0.002560021305134064,0.007796469759940155
570,0.10028112921787856,0.005715362839197545,0.006227825606343857,0.007825268597105675,0.0031071348072632286
571,0.9287707277127101,0.0034522486912084574,0.005696649790942928,0.00386834795541578,0.007620672406347663
572,0.9367727350190733,0.0078948518443541,0.003243455077883605,0.0060680394402494765,0.007626899113371592
573,0.07914746461138954,0.007066749426211268,0.005851309695099061,0.0027283059575511706,0.0032294326369706867
574,0.6416789563038212,0.007406929235704537,0.003561056660841755,0.007603093239389229,0.0066929667251662784
575,0.8330563350594576,0.007388701382186422,0.007365619685497711,0.006744876991136918,0.007953459259095743
576,0.7874318984306148,0.004743213206830442,0.007285957809994567,0.004930224798640545,0.00641334715849913
577,0.16842934216924285,0.007963825163207887,0.006047378533792995,0.0056150847493539515,0.0031902924619957008
578,0.9468168245233964,0.00722639011397749,0.0035202646277723852,0.006034195916348267,0.008082804487646218
579,0.7733030397437435,0.005234726960304544,0.007389215043414034,0.007075865250028459,0.005150577375828549
580,0.24841176081299401,0.0014884891761817135,0.006385995438482471,0.007798032032889394,0.0035129509627199688
581,0.28260732354429935,0.005817094102256884,0.006266281499491537,0.0014176328001624346,0.0039726961872558674
582,0.92543030115463,0.0034111864007252547,0.002887684863319325,0.0079195816234751,0.005684266709850113
